"","article","sentence"
"1581","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+158","This was the case for the common-conse- quence effect, but not for the common-ratio effect."
"1582","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+159","If anything, the common-ratio effect was augmented when information was extracted from experience."
"1583","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+160","This pattern is problematic for the view that the common-ratio effect and common-consequence effect are both certainty effects and share an underlying mechanism."
"1584","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+161","If these two biases derive from common mecha- nisms, that is, mechanisms that underweight high probabilities and overweight certainty, then factors that augment one of the biases should also augment the other."
"1585","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+162","For example, one might explain the ﬁnding of a common-consequence effect in the percentage condition by assuming that percentages are mapped to nonverbal representations of uncertainty before those esti- mates are used to decide between options."
"1586","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+163","Because the mapping of percentages to nonverbal estimates of uncertainty leads to the greatest underweighting of high probabilities, the common- consequence effect should be largest in the percentage condi- tion."
"1587","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+164","However, this line of reasoning would also predict the largest, not the smallest, common-ratio effect in the percentage condition."
"1588","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+165","The fact that the pattern of results for the common- ratio effect was essentially the opposite of the pattern of results for the common-consequence effect suggests that the two phe- nomena have different underlying mechanisms, despite the fact that they both appear to illustrate a certainty effect."
"1589","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+168","In summary, we found a common-ratio effect in humans when uncertainty information had to be extracted from experience."
"1590","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+169","However, uncertainty information extracted from experience did not lead to a common-consequence effect, even though the bias was observed when the same information was expressed as percentages."
"1591","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+170","This interaction of presentation format and type of bias suggests that the common-consequence effect and the common-ratio effect do not share the same underlying mecha- nism."
"1592","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+171","The across-format differences in choice behavior were not the result of the transformation of nonverbal representations of uncertainty into symbolic representations, as percentage esti- mates of uncertainty did not vary across formats."
"1593","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+172","However, nonverbal estimates of uncertainty did vary as a function of format of presentation."
"1594","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+173","Most notable was a nonlinearity in the transformation of percentages into nonverbal magnitudes that was reminiscent of the hypothesized probability-weighting function."
"1595","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+174","Deviation from linearity was less apparent in trans- formations involving the other presentation formats."
"1596","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+175","Overall, it appears that percentage information is processed differently than other forms of uncertainty information."
"1597","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+176","Acknowledgments—This research was supported in part by National Science Foundation Grant SES-03-25080 awarded to the third author."
"1598","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+181","Le comportement de l’homme rationnel devant le risque´:  Critique  le  postulats  et  axioms  de  L’Ecole  Americaine."
"1599","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+185","Small feedback-based decisions and their limited correspondence to description-based decisions."
"1600","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+189","Animals’ choices over uncertain outcomes: Some initial experimental re- sults."
"1601","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+193","Is the Allais paradox robust to a seemingly trivial change of frame?"
"1602","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+197","The effect of explicit probability estimates on viola- tions of subjective expected utility theory in the Allais paradox."
"1603","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+199","Geweke (Ed.), Decision making under risk and uncertainty: New models and empirical ﬁndings (pp."
"1604","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+204","How to improve Bayesian reasoning without instruction: Frequency formats."
"1605","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+208","Likelihood ratios: A simple and ﬂexible statistic for empirical psychologists."
"1606","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+212","Decisions from experience and the effect of rare events in risky choice."
"1607","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+224","The effects of problem representation on the sure-thing and substitution principles."
"1608","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+228","Animals’ choices over uncertain outcomes: Further experimental results."
"1609","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+230","Peters,  E.,  Va¨stfja¨ll,  D.,  Slovic,  P.,  Mertz,  C.K.,  Mazzocco,  K.,  & Dickert, S."
"1610","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+240","Advances in prospect theory: Cumulative representation of uncertainty."
"1611","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+244","The combined effects of risk and time on choice: Does uncertainty eliminate the immediacy effect?"
"1612","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+246","Organizational Behavior and Human Decision Processes, 96, 104–118."
"1613","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+249","Predicting risk sensi- tivity in humans and lower animals: Risk as variance or coefﬁ- cient of variation."
"1614","The Format in Which Uncertainty Information Is Presented Affects Decision Biases_2007_A+251","(RECEIVED 1/4/06; REVISION ACCEPTED 7/10/06; FINAL MATERIALS RECEIVED 9/12/06)"
"1615","The interpretation of IPCC probabilistic statements around the world_2014_A+1","The interpretation of IPCC probabilistic statements around the world David V."
"1616","The interpretation of IPCC probabilistic statements around the world_2014_A+3","Broomell2 and Michael Smithson3 The Intergovernmental Panel on Climate Change (IPCC) uses verbal descriptions of uncertainty (for example, Unlikely) to convey imprecision in its forecasts and conclusions."
"1617","The interpretation of IPCC probabilistic statements around the world_2014_A+4","Previous studies showed that the American public misinterprets these probabilistic statements."
"1618","The interpretation of IPCC probabilistic statements around the world_2014_A+5","We report results from a multi-national study involving 25 samples in 24 countries and 17 languages."
"1619","The interpretation of IPCC probabilistic statements around the world_2014_A+6","As predicted, laypeople interpret IPCC statements as conveying probabilities closer to 50% than intended by the IPCC authors."
"1620","The interpretation of IPCC probabilistic statements around the world_2014_A+7","We show that an alternative presentation format supplementing the verbal terms with numerical ranges increases the correspondence between the public's interpretations and the IPCC guidelines, and the terms are better differentiated."
"1621","The interpretation of IPCC probabilistic statements around the world_2014_A+8","These qualitative patterns are remarkably stable across all samples and languages."
"1622","The interpretation of IPCC probabilistic statements around the world_2014_A+9","In fact, interpretations of the terms in various languages are more similar under the new presentation format."
"1623","The interpretation of IPCC probabilistic statements around the world_2014_A+10","These results suggest changing the way the IPCC communicates uncertainty."
"1624","The interpretation of IPCC probabilistic statements around the world_2014_A+11","5943605394960'Department of Psychology, Fordham University, 441 East Fordham Road, Bronx, New York 10458, USA, 2Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, USA, ‘Research School of Psychology, Bldg 39, The Australian National University, Canberra A.C.T."
"1625","The interpretation of IPCC probabilistic statements around the world_2014_A+12","0200, Australia. *e-mail: HYPERLINK ""mailto:budescu@fordham.edu""  budescu@fordham.edu'Department of Psychology, Fordham University, 441 East Fordham Road, Bronx, New York 10458, USA, 2Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, USA, ‘Research School of Psychology, Bldg 39, The Australian National University, Canberra A.C.T."
"1626","The interpretation of IPCC probabilistic statements around the world_2014_A+13","0200, Australia. *e-mail: HYPERLINK ""mailto:budescu@fordham.edu""  budescu@fordham.edu 'Department of Psychology, Fordham University, 441 East Fordham Road, Bronx, New York 10458, USA, 2Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, USA, ‘Research School of Psychology, Bldg 39, The Australian National University, Canberra A.C.T."
"1627","The interpretation of IPCC probabilistic statements around the world_2014_A+14","0200, Australia. *e-mail: HYPERLINK ""mailto:budescu@fordham.edu""  budescu@fordham.edu 'Department of Psychology, Fordham University, 441 East Fordham Road, Bronx, New York 10458, USA, 2Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, USA, ‘Research School of Psychology, Bldg 39, The Australian National University, Canberra A.C.T."
"1628","The interpretation of IPCC probabilistic statements around the world_2014_A+15","0200, Australia. *e-mail: HYPERLINK ""mailto:budescu@fordham.edu""  budescu@fordham.edu T he IPCC assembles and disseminates information about global climate change (GCC)."
"1629","The interpretation of IPCC probabilistic statements around the world_2014_A+16","Findings and conclusions are compiled into periodical Assessment Reports informing policymakers and the public on issues relevant to the understanding of GCC."
"1630","The interpretation of IPCC probabilistic statements around the world_2014_A+17","One important issue facing the IPCC is how to communicate the uncertainties in its models and predictions."
"1631","The interpretation of IPCC probabilistic statements around the world_2014_A+18","This challenge applies to all risk communications, but the debates surrounding climate change are much more intense and politicized."
"1632","The interpretation of IPCC probabilistic statements around the world_2014_A+19","Questions about the reality, severity and sources of GCC and the best ways to address it frequently occur in public and political debates."
"1633","The interpretation of IPCC probabilistic statements around the world_2014_A+20","Some sources of uncertainty are inherent to the climate science."
"1634","The interpretation of IPCC probabilistic statements around the world_2014_A+21","Others reflect the public's imperfect understanding of climate-related issues and misperceptions about scientific consensus on the topic1."
"1635","The interpretation of IPCC probabilistic statements around the world_2014_A+22","Probabilistic judgments can be communicated as precise numerical probabilities (for example, there is a 0.4 chance that X will occur), imprecise numerical probabilities (for example, the probability that X will occur is between 0.3 and 0.6) or probability phrases (for example, it is improbable that X will occur)."
"1636","The interpretation of IPCC probabilistic statements around the world_2014_A+23","The challenge facing the IPCC is to convey information with the level of precision warranted by the available evidence2."
"1637","The interpretation of IPCC probabilistic statements around the world_2014_A+24","Using precise (numerical) probabilities could be misleading, as it would imply too high a level of precision, and of the consensus among experts."
"1638","The interpretation of IPCC probabilistic statements around the world_2014_A+26","Recent empirical work4,5 has questioned the efficiency of this method and has documented the superiority of an alternative dual-scale combining probability phrases and numerical ranges."
"1639","The interpretation of IPCC probabilistic statements around the world_2014_A+27","We report results of an international study designed to document and compare the efficiency of this method of uncertainty communication in various countries and languages."
"1640","The interpretation of IPCC probabilistic statements around the world_2014_A+28","We also explore the relationship between this efficiency and the perceptions of, and beliefs about, GCC."
"1641","The interpretation of IPCC probabilistic statements around the world_2014_A+29","Communication of uncertainty by probability phrases Psychologists have documented large individual differences in the ways people understand, communicate and use probability phrases6,7."
"1642","The interpretation of IPCC probabilistic statements around the world_2014_A+30","They found that representations and interpretations of probability terms are context dependent8-10; recipients of verbal forecasts interpret them as less extreme and more imprecise than intended by the communicators11,12; most people prefer to communicate their opinions verbally, but prefer receiving precise numerical information13,14; probability terms are susceptible to selfserving interpretations15; and verbal lexicons vary markedly across individuals16-18, as does the interpretation of most verbal terms19-21."
"1643","The interpretation of IPCC probabilistic statements around the world_2014_A+31","These results induce an illusion of communication that stems from the (intuitive, but false) assumption that everyone interprets terms similarly across contexts and circumstances."
"1644","The interpretation of IPCC probabilistic statements around the world_2014_A+32","Some researchers22,23 have suggested using standardized lists of terms accompanied by numerical ranges to reduce errors in communicating uncertainty."
"1645","The interpretation of IPCC probabilistic statements around the world_2014_A+34","For example, National Weather Service weather forecasters, trained to use a set of phrases in meteorological forecasts, reverted to the colloquial meaning of the same phrases when they were embedded in different contexts9."
"1646","The interpretation of IPCC probabilistic statements around the world_2014_A+37","Even if all authors comply with these instructions, it is important to test whether the readers of the reports understand these terms as intended by the authors."
"1647","The interpretation of IPCC probabilistic statements around the world_2014_A+38","This is a serious concern because critics use uncertainty as an excuse to dismiss the findings all together."
"1648","The interpretation of IPCC probabilistic statements around the world_2014_A+39","Participants in previous studies4,5 read sentences containing probabilistic terms extracted from IPCC reports, and judged the probabilities intended by the authors."
"1649","The interpretation of IPCC probabilistic statements around the world_2014_A+40","The consistency between readers and authors, as measured by the degree to which the participants' judgments matched the conversion table, was low."
"1650","The interpretation of IPCC probabilistic statements around the world_2014_A+41","Responses were highly regressive一underestimating high probabilities, and overestimating low values一and the variability in readers' interpretations far exceeded the uncertainty implied by the IPCC terms."
"1651","The interpretation of IPCC probabilistic statements around the world_2014_A+42","A reanalysis of these data24 found that negatively worded phrases caused responses to be more regressive and more varied than their positively worded counterparts."
"1652","The interpretation of IPCC probabilistic statements around the world_2014_A+43","Furthermore, the interpretation of the phrases was correlated with the respondents' beliefs in, and experience with, GCC, their education, numeracy and ideology."
"1653","The interpretation of IPCC probabilistic statements around the world_2014_A+45","Phrase Likelihood Virtually certain >99% Very likely >90% Likely >66% About as likely as not 33%-66% Unlikely <33% Very unlikely <10% Exceptionally unlikely <1% Note: In some IPCC reports authors have used the phrases 'More likely than not' for probabilities > 50%, ‘Extremely likely' for probabilities above 95% and ‘Extremely unlikely' for probabilities below 5%."
"1654","The interpretation of IPCC probabilistic statements around the world_2014_A+46","Remarkably, the addition of numerical ranges to the verbal probabilistic terms in each statement4,5 was effective in increasing consistency with the intended meanings, suggesting that the effectiveness of the uncertainty communication in the IPCC reports can be improved significantly by replacing the present reporting method with a dual scale using verbal terms and numerical values."
"1655","The interpretation of IPCC probabilistic statements around the world_2014_A+47","The independent review of the IPCC (ref. 27) endorses many recommendations in these papers."
"1656","The interpretation of IPCC probabilistic statements around the world_2014_A+49","We seek to determine whether the method used by the IPCC to communicate uncertainty (verbal terms with the translation table in an appendix) resonates identically in all countries and languages."
"1657","The interpretation of IPCC probabilistic statements around the world_2014_A+50","Are risks, estimates and forecasts listed in the reports interpreted as more, or less, severe and as more, or less, uncertain in various countries, simply because of the use of probability phrases?"
"1658","The interpretation of IPCC probabilistic statements around the world_2014_A+51","To this end, we conducted a large-scale multi-national study."
"1659","The interpretation of IPCC probabilistic statements around the world_2014_A+52","We focus on four verbal terms used in the IPCC reports, and address the following questions."
"1660","The interpretation of IPCC probabilistic statements around the world_2014_A+53","Are probabilistic pronouncements of the IPCC reports interpreted similarly everywhere?"
"1661","The interpretation of IPCC probabilistic statements around the world_2014_A+54","Can the alternative Verbal-Numerical (VN) scale improve the effectiveness of communication?"
"1662","The interpretation of IPCC probabilistic statements around the world_2014_A+55","Are any crossnational differences in the interpretations of the verbal assessments related to the overall level of belief in, and attitudes to, GCC in these countries?"
"1663","The interpretation of IPCC probabilistic statements around the world_2014_A+56","Interpreting uncertainty terms in IPCC reports Figure 1 shows the distribution of estimates of the IPCC terms一 Very unlikely, Unlikely, Likely and Very likely一averaged across items using the same term across all 25 samples, separately for each condition."
"1664","The interpretation of IPCC probabilistic statements around the world_2014_A+57","For each term we show the central 90% of the distribution, with the box covering the central 50%, and mark the median and the mean."
"1665","The interpretation of IPCC probabilistic statements around the world_2014_A+58","The plot also includes horizontal lines at thresholds suggested by the IPCC guidelines."
"1666","The interpretation of IPCC probabilistic statements around the world_2014_A+59","The distributions are too regressive (closer to 50% than the IPCC prescriptions) but the distributions are more extreme under the VN presentation."
"1667","The interpretation of IPCC probabilistic statements around the world_2014_A+60","Consequently, the terms are better differentiated under the dual format as shown in Supplementary Fig."
"1668","The interpretation of IPCC probabilistic statements around the world_2014_A+63","Judges provided lower and upper bounds for each term, which define judged ranges."
"1669","The interpretation of IPCC probabilistic statements around the world_2014_A+64","We calculated what percentage of the judges' range overlaps the prescribed range of the same term (ranging from 0 if completely outside the IPCC prescription to 100% if fully embedded in it)."
"1670","The interpretation of IPCC probabilistic statements around the world_2014_A+65","The mean overlap is 33.6% for VN but only 18.5% for the Translation condition."
"1671","The interpretation of IPCC probabilistic statements around the world_2014_A+66","The differences hold in all samples, 5391151969135T VN T VN T VN TVNT VN T VN T VN TVN4660902118360Very unlikely <10%Very unlikely <10%12458702118360Unlikely<33%Unlikely<33%19500852118360Likely Very likely>66%>90%Likely Very likely>66%>90% T VN T VN T VN TVN T VN T VN T VN TVN Very unlikely <10% Very unlikely <10% Unlikely <33% Unlikely <33% Likely Very likely >66%>90% Likely Very likely >66%>90% Figure 1 | Distribution of the best probability estimates of the 4 terms by condition across 25 samples."
"1672","The interpretation of IPCC probabilistic statements around the world_2014_A+67","For each term we show the central 90% of the distributions, with the box covering the central 50%, the horizontal line marking the median and the plus symbol marking the mean."
"1673","The interpretation of IPCC probabilistic statements around the world_2014_A+69","T, Translation; VN, Verbal-Numerical. but are most pronounced for the extreme terms (Very unlikely and Very likely)."
"1674","The interpretation of IPCC probabilistic statements around the world_2014_A+70","Consistency with IPCC guidelines We counted for every respondent the number of estimates, out of the 8, that were consistent with IPCC guidelines."
"1675","The interpretation of IPCC probabilistic statements around the world_2014_A+71","Figure 2 shows the cumulative distribution of these counts in both conditions across all 25 samples."
"1676","The interpretation of IPCC probabilistic statements around the world_2014_A+72","The distribution in the VN condition stochastically dominates (for every proportion there are more judges with higher levels of consistency under the VN condition) the one from the Translation (mean consistency of 40% versus 27%)."
"1677","The interpretation of IPCC probabilistic statements around the world_2014_A+73","This pattern holds for all terms, but the effect is more pronounced for Very unlikely and Very likely (Fig."
"1678","The interpretation of IPCC probabilistic statements around the world_2014_A+75","Figure 3 shows that consistency with the IPCC guidelines improves under the VN presentation mode in all samples."
"1679","The interpretation of IPCC probabilistic statements around the world_2014_A+76","The overall proportional reduction in error (PRE =(VN compliance—Translation compliance)/(100% —Translation compliance) ranges from 7% (Korea) to 29% (Israel) with an overall mean of 17% (Supplementary Fig."
"1680","The interpretation of IPCC probabilistic statements around the world_2014_A+78","Agreement across samples Moving beyond the differences between the two conditions, we turn to agreement between samples exposed to the same terms in different languages."
"1681","The interpretation of IPCC probabilistic statements around the world_2014_A+79","Let FWi and FWj be the distribution of numerical estimates for any two terms, Wi and Wj, and define the overlap between the two distributions: Oj = 1 — £1=0 |Fpwi — Fpwj 1/2."
"1682","The interpretation of IPCC probabilistic statements around the world_2014_A+81","We calculated overlap measures between the terms in all of the samples, and performed non-metric multidimensional scaling analysis."
"1683","The interpretation of IPCC probabilistic statements around the world_2014_A+82","The two panels in Fig. 4 present solutions for the two conditions."
"1684","The interpretation of IPCC probabilistic statements around the world_2014_A+83","Each plot includes 100 points (4 terms x 25 samples), and the closer two points are, the higher the overlap between their distributions."
"1685","The interpretation of IPCC probabilistic statements around the world_2014_A+85","One dimension distinguishes the high/positive terms and the low/negative ones, and the other differentiates between the central and extreme terms."
"1686","The interpretation of IPCC probabilistic statements around the world_2014_A+88","The numbers in parentheses indicate the proportion ofjudges at each point."
"1687","The interpretation of IPCC probabilistic statements around the world_2014_A+90","The solution based on the VN condition has smaller within-cluster distances (217 versus 225) and larger between-cluster distances (1,892 versus 1,337), so the between/within ratio is considerably higher (8.72 versus 5.94)."
"1688","The interpretation of IPCC probabilistic statements around the world_2014_A+91","Effects of beliefs and attitudes to climate change We correlated the level of consistency with IPCC guidelines in each sample with mean responses to the various questionnaires administered in that country."
"1689","The interpretation of IPCC probabilistic statements around the world_2014_A+92","The level of consistency with the guidelines is higher, on average, in countries where respondents reported higher pro-environmental attitudes and higher levels of belief in, and concern about consequences of, GCC in both presentation modes."
"1690","The interpretation of IPCC probabilistic statements around the world_2014_A+93","We will present these results in more detail in future papers."
"1691","The interpretation of IPCC probabilistic statements around the world_2014_A+95","Thus, the benefits of the improved presentation mode are, essentially, uniform across samples and languages."
"1692","The interpretation of IPCC probabilistic statements around the world_2014_A+96","Implications for the IPCC In all samples, people interpreted the probabilistic pronouncements of the IPCC regressively, suggesting that they would underestimate (overestimate) the high (low) probabilities that the reports seek to communicate."
"1693","The interpretation of IPCC probabilistic statements around the world_2014_A+97","What is the source of this excessive and, to some, surprising level of departure from the prescribed values?"
"1694","The interpretation of IPCC probabilistic statements around the world_2014_A+98","This pattern is, most likely, due to a combination of cognitive factors such as the vagueness and elasticity of language and the tendency of listeners to qualify and discount information provided by communicators, and motivated reasoning driven by preconceptions ■ Percentage of compliance (Translation) India Netherlands UK Brazil Hong Kong Italy Spain Canada Quebec Sweden Australia Overall Germany Japan Taiwan Russia Poland France Slovakia USA Chile China S.Africa Turkey Korea Israel 21% 24% 25% 25% 25% 26% ■ Percentage of compliance (Verbal-numerical) 28% 32% 43% 36% 41% 39% 37% 46% 38% 41% 37% 40% 29% 30% 31% 31% 31% 32% 33% 35% 43% 35% 43% 39% 40% 38% 44% 45% 43% 40% 48% 46% 38% 54% Figure 3 | Consistency rates with IPCC guidelines in the two conditions, by sample."
"1695","The interpretation of IPCC probabilistic statements around the world_2014_A+99","Samples are ordered by consistency rate in the Translation condition."
"1696","The interpretation of IPCC probabilistic statements around the world_2014_A+100","16675102044701.0 -1.0 -16548106064250.5 -0.5 -2051050692150164846010090150.0 -0.0 -16002001411605-0.5 --0.5 -188658515240。"
"1697","The interpretation of IPCC probabilistic statements around the world_2014_A+102","Very unlikelyUnlikelyLikely• Very likely18345151792605-1.0-0.50.00.51.0-1.0-0.50.00.51.03953510624840_ou①Eo_ou①Eo43129200Q Very unlikelyUnlikelyLikely♦ Very likely△△△余照△."
"1698","The interpretation of IPCC probabilistic statements around the world_2014_A+108","• •ooo•• ••411480031751.0 -1.0 -41027354603750.5 -0.5 -40963859207500.0 -0.0 -40474901380490-0.5 --0.5 -42760901791970-1.0-1.046907451791970-0.5-0.5513905517919700.00.0556260017919700.50.5598614517919701.01.050660301935480Dimension 1Dimension 126181051935480Dimension 1Dimension 1 1.0 - 1.0 - 0.5 - 0.5 - 0.0 - 0.0 - -0.5 - -0.5 - 。"
"1699","The interpretation of IPCC probabilistic statements around the world_2014_A+110","Very unlikely Unlikely Likely • Very likely -1.0-0.50.00.51.0 -1.0-0.50.00.51.0 _o u ① E o _o u ① E o Q Very unlikely Unlikely Likely ♦ Very likely △ △△余照△ ."
"1700","The interpretation of IPCC probabilistic statements around the world_2014_A+113","«• • oo o •• • • Q Very unlikely Unlikely Likely ♦ Very likely △ △△余照△ ."
"1701","The interpretation of IPCC probabilistic statements around the world_2014_A+116","«• • oo o •• • • 1.0 - 1.0 - 0.5 - 0.5 - 0.0 - 0.0 - -0.5 - -0.5 - -1.0 -1.0 -0.5 -0.5 0.0 0.0 0.5 0.5 1.0 1.0 Dimension 1 Dimension 1 Dimension 1 Dimension 1 Figure 4 | The two-dimensional representation of the 4 target terms in the 25 samples in the Translation condition (stress = 0.009; left panel) and the VN condition (stress = 0.006; right panel)."
"1702","The interpretation of IPCC probabilistic statements around the world_2014_A+117","See coordinates in Supplementary Appendix 1. about the subject matter6."
"1703","The interpretation of IPCC probabilistic statements around the world_2014_A+118","Next, we use auxiliary results in our survey一judgments of the same terms by the same respondents in the absence of any context一to highlight some explanations, and consider their implications for the IPCC."
"1704","The interpretation of IPCC probabilistic statements around the world_2014_A+119","It is possible that the guidelines seem ‘artificial' and are incompatible with peoples ‘natural' interpretation of the terms."
"1705","The interpretation of IPCC probabilistic statements around the world_2014_A+120","There is some plausibility to this assertion: the median lower and upper judged bounds (out of context) of the target terms are less extreme than the values in the translation table: 9% < Very unlikely < 30%; 13% < Unlikely < 39%; 46% < Likely < 74%; 51% < Very likely < 86%."
"1706","The interpretation of IPCC probabilistic statements around the world_2014_A+121","This can account for part of the regressive pattern, especially for the two extreme terms, and also explains why the VN presentation is especially effective in these cases."
"1707","The interpretation of IPCC probabilistic statements around the world_2014_A+122","This result highlights the need to rethink the choice of terms and, more importantly, choose the bounds in the translation table on the basis of hard data."
"1708","The interpretation of IPCC probabilistic statements around the world_2014_A+123","Another possible explanation is that judges regress towards 50% to ‘signal' that they do not know much about climate change, as responses to the knowledge items in our, and other surveys33 indicate."
"1709","The interpretation of IPCC probabilistic statements around the world_2014_A+124","We compared for each person the mean absolute deviation (MAD) from 50% across all four terms, in the absence of context, and for the IPCC items."
"1710","The interpretation of IPCC probabilistic statements around the world_2014_A+126","In the Translation group, it is significantly lower (MAD = 20.2) when answering IPCC items, and 61% of the judges are more regressive in their interpretation of the same terms in the context of climate change."
"1711","The interpretation of IPCC probabilistic statements around the world_2014_A+127","This pattern is significantly attenuated, in the VN group, where MAD = 23.0."
"1712","The interpretation of IPCC probabilistic statements around the world_2014_A+128","Only 54% of the judges in this group are more regressive when answering IPCC items, and in 7 of the 25 samples, this pattern is actually reversed."
"1713","The interpretation of IPCC probabilistic statements around the world_2014_A+129","Thus, another benefit of the VN format is that it mitigates the tendency to revert to the ignorance prior."
"1714","The interpretation of IPCC probabilistic statements around the world_2014_A+130","To conclude, the proposed method一presenting the verbal term and its corresponding numerical range一is highly effective and beneficial: the interpretations of the terms were more extreme and judges differentiated better between them; the range of values people associate with the various terms was reduced; and the level of agreement with IPCC guidelines increased significantly."
"1715","The interpretation of IPCC probabilistic statements around the world_2014_A+131","Remarkably, these results were observed in all samples, regardless of their mean views of, levels of belief in, and experience with GCC."
"1716","The interpretation of IPCC probabilistic statements around the world_2014_A+132","In fact, the VN format reduced inter-sample variability in interpretation, and the meaning of terms in various languages is more uniform."
"1717","The interpretation of IPCC probabilistic statements around the world_2014_A+133","These results make a compelling argument that to improve its communication, the IPCC should recalibrate the bounds defining their terms and adopt the dual VN format."
"1718","The interpretation of IPCC probabilistic statements around the world_2014_A+134","Although our focus has been on how readers interpret the report, this change would also remind the authors of the intended meaning of the terms and maximize their level of adherence to the guidelines."
"1719","The interpretation of IPCC probabilistic statements around the world_2014_A+137","(1) Sentences with probability phrases: participants judged 8 sentences from IPCC reports (listed in Supplementary Appendix 2) in their native language."
"1720","The interpretation of IPCC probabilistic statements around the world_2014_A+138","We used two sentences containing each of the four target terms: Very unlikely, Unlikely, Likely and Very likely."
"1721","The interpretation of IPCC probabilistic statements around the world_2014_A+139","For each sentence the respondents provided their best estimate and estimates of the lower and upper bounds of the report's intended meaning."
"1722","The interpretation of IPCC probabilistic statements around the world_2014_A+140","(2) Experience with, and perceptions of, global warming: a questionnaire probing the respondents' experiences with, perceptions of, and attitudes to global warming (Supplementary Appendix 2) including subscales measuring belief in global warming, personal experience of global warming, perceived causes of global warming, perceived consequences of global warming and belief in free market system5,28."
"1723","The interpretation of IPCC probabilistic statements around the world_2014_A+141","(3) Attitudes to environment: two scales measuring environmental worldview29,30."
"1724","The interpretation of IPCC probabilistic statements around the world_2014_A+142","(4) Knowledge about global warming: two scales measuring endorsement of real and bogus causes of global warming31."
"1725","The interpretation of IPCC probabilistic statements around the world_2014_A+143","(5) For intentions to act: three scales measuring endorsement of mitigation actions and the belief in self-efficacy28,31."
"1726","The interpretation of IPCC probabilistic statements around the world_2014_A+146","(7) Context-free probability phrases: the participants were asked to provide the best numerical translation and range (lower and upper bounds) for each of the 4 target terms in everyday language (with no specific context)."
"1727","The interpretation of IPCC probabilistic statements around the world_2014_A+147","(8) For demographic information: age, sex, education, ethnicity, political affiliation, and income."
"1728","The interpretation of IPCC probabilistic statements around the world_2014_A+149","The English forms of all these questionnaires were translated (and back translated for validation) to the various languages by the local coordinator."
"1729","The interpretation of IPCC probabilistic statements around the world_2014_A+150","Official translations of the IPCC items were adopted if available."
"1730","The interpretation of IPCC probabilistic statements around the world_2014_A+152","We administered the survey to 27 samples in 25 countries in 18 languages."
"1731","The interpretation of IPCC probabilistic statements around the world_2014_A+153","We sampled adults (18 years or older) and the targeted sample size was 400 in every country."
"1732","The interpretation of IPCC probabilistic statements around the world_2014_A+154","A total of 13,014 people completed the survey (recruited through Survey Sampling International, recruitment and compensation tailored to individual countries)."
"1733","The interpretation of IPCC probabilistic statements around the world_2014_A+155","After eliminating participants who completed the survey in less than 8 min; answered less than 50% of the questions, and answered identically (straight lining) questions on several pages, we retained a sample of 10,792 valid responses."
"1734","The interpretation of IPCC probabilistic statements around the world_2014_A+157","Supplementary Appendix 3 presents key demographic information for the various samples."
